Jahr;Migrationsstatus;Geschlecht;Beruflicher Bildungsabschluss;Anzahl;Anzahl_Einheit;Bevölkerung   ;value_q
2021;Insgesamt;Insgesamt;Lehre / Berufsausbildung;29738;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;Insgesamt;Diplom;8427;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer mit eigener Migrationserfahrung;weiblich;Master;201;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;männlich;Nicht in schulischer oder beruflicher Ausbildung;375;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Ohne Migrationshintergrund;Insgesamt;Lehre / Berufsausbildung;24177;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;993;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;weiblich;In schulischer oder beruflicher Ausbildung;79;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Insgesamt;weiblich;Lehre / Berufsausbildung;15235;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;weiblich;Promotion;30;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Spätaussiedler;männlich;Diplom;116;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ohne Migrationshintergrund;weiblich;Diplom;3138;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;männlich;Promotion;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2021;Ausländer mit eigener Migrationserfahrung;Insgesamt;Master;357;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;Insgesamt;Nicht in schulischer oder beruflicher Ausbildung;6208;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;männlich;Promotion;673;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;Insgesamt;Diplom;6770;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;männlich;Akademische Abschlüsse;1597;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer mit eigener Migrationserfahrung;Insgesamt;Insgesamt;8311;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Spätaussiedler;männlich;Diplom;117;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;295;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche ohne eigene Migrationserfahrung;weiblich;Promotion;19;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Diplom;45;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;weiblich;Bachelor;409;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;342;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Spätaussiedler;männlich;Akademische Abschlüsse;171;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;männlich;Lehre / Berufsausbildung;14154;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Ausländer mit eigener Migrationserfahrung;weiblich;Bachelor;232;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer mit eigener Migrationserfahrung;Insgesamt;Insgesamt;7919;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;Insgesamt;Diplom;8261;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;weiblich;Promotion;27;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;weiblich;In schulischer oder beruflicher Ausbildung;334;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;Insgesamt;Insgesamt;17211;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;weiblich;Mit beruflichem Bildungsabschluss;226;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;weiblich;Master;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2022;Spätaussiedler;weiblich;Bachelor;42;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;männlich;Promotion;125;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche ohne eigene Migrationserfahrung;männlich;Akademische Abschlüsse;310;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;2037;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1337;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;männlich;Diplom;146;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;weiblich;Bachelor;138;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ohne Migrationshintergrund;männlich;Master;545;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;weiblich;Nicht in schulischer oder beruflicher Ausbildung;7750;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;Insgesamt;Fachschulabschluss;493;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;männlich;Lehre / Berufsausbildung;232;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;weiblich;Master;305;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;1611;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;Insgesamt;Insgesamt;50876;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Mit Migrationshintergrund;männlich;Fachschulabschluss;698;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Spätaussiedler;Insgesamt;Ohne beruflichen Bildungsabschluss;804;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;männlich;Nicht in schulischer oder beruflicher Ausbildung;598;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;männlich;Bachelor;77;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;männlich;Master;1127;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Deutsche mit eigener Migrationserfahrung;männlich;Akademische Abschlüsse;430;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Spätaussiedler;weiblich;Insgesamt;1453;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;Insgesamt;In schulischer oder beruflicher Ausbildung;162;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ohne Migrationshintergrund;Insgesamt;Diplom;7098;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche mit eigener Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;982;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;weiblich;In schulischer oder beruflicher Ausbildung;641;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer ohne eigene Migrationserfahrung;weiblich;Fachschulabschluss;45;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Spätaussiedler;Insgesamt;Fachschulabschluss;283;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Mit Migrationshintergrund;weiblich;Ohne beruflichen Bildungsabschluss;4612;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;437;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche mit eigener Migrationserfahrung;männlich;Fachschulabschluss;234;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;männlich;Nicht in schulischer oder beruflicher Ausbildung;2803;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;3351;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ohne Migrationshintergrund;männlich;Insgesamt;25078;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;männlich;Akademische Abschlüsse;451;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;weiblich;Bachelor;336;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;männlich;Insgesamt;1918;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;weiblich;Lehre / Berufsausbildung;2180;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;männlich;In schulischer oder beruflicher Ausbildung;82;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;männlich;Fachschulabschluss;229;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer mit eigener Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1604;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Spätaussiedler;Insgesamt;Bachelor;68;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Mit Migrationshintergrund;männlich;Mit beruflichem Bildungsabschluss;5309;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ohne Migrationshintergrund;männlich;In schulischer oder beruflicher Ausbildung;1860;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;Insgesamt;Master;1657;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;männlich;Fachschulabschluss;192;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;männlich;Lehre / Berufsausbildung;2478;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;männlich;Nicht in schulischer oder beruflicher Ausbildung;6207;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ohne Migrationshintergrund;männlich;Bachelor;707;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Nicht in schulischer oder beruflicher Ausbildung;1606;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Insgesamt;weiblich;Diplom;4028;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;männlich;Akademische Abschlüsse;526;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer ohne eigene Migrationserfahrung;männlich;In schulischer oder beruflicher Ausbildung;66;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;weiblich;Nicht in schulischer oder beruflicher Ausbildung;4360;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer ohne eigene Migrationserfahrung;weiblich;Mit beruflichem Bildungsabschluss;241;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Fachschulabschluss;259;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Insgesamt;männlich;Ohne beruflichen Bildungsabschluss;8437;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer mit eigener Migrationserfahrung;männlich;Fachschulabschluss;216;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;männlich;In schulischer oder beruflicher Ausbildung;600;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1849;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Deutsche mit eigener Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;1636;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;Insgesamt;Fachschulabschluss;6616;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ohne Migrationshintergrund;männlich;Diplom;3670;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Nicht in schulischer oder beruflicher Ausbildung;310;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Ohne Migrationshintergrund;weiblich;In schulischer oder beruflicher Ausbildung;1720;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;männlich;Ohne beruflichen Bildungsabschluss;4028;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Spätaussiedler;Insgesamt;Promotion;18;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;743;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;weiblich;Mit beruflichem Bildungsabschluss;1666;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;1684;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Insgesamt;männlich;Lehre / Berufsausbildung;15547;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;Insgesamt;Bachelor;3105;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer ohne eigene Migrationserfahrung;männlich;Nicht in schulischer oder beruflicher Ausbildung;178;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer mit eigener Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;2362;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Insgesamt;1027;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer mit eigener Migrationserfahrung;männlich;Nicht in schulischer oder beruflicher Ausbildung;2131;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;Insgesamt;Akademische Abschlüsse;973;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;Insgesamt;Insgesamt;70310;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Spätaussiedler;Insgesamt;Akademische Abschlüsse;385;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;2064;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer mit eigener Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;1806;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Spätaussiedler;Insgesamt;Bachelor;56;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;weiblich;Fachschulabschluss;34;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;weiblich;Lehre / Berufsausbildung;154;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Master;173;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ohne Migrationshintergrund;Insgesamt;Mit beruflichem Bildungsabschluss;41332;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Spätaussiedler;männlich;Bachelor;26;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;männlich;Bachelor;16;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;weiblich;Fachschulabschluss;264;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;4261;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;männlich;Bachelor;1123;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Spätaussiedler;männlich;Bachelor;34;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ohne Migrationshintergrund;männlich;Lehre / Berufsausbildung;12042;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer mit eigener Migrationserfahrung;weiblich;Akademische Abschlüsse;1111;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer ohne eigene Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;132;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ohne Migrationshintergrund;Insgesamt;Bachelor;1593;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;weiblich;Fachschulabschluss;250;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;Insgesamt;Lehre / Berufsausbildung;4691;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;Insgesamt;Master;107;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche ohne eigene Migrationserfahrung;weiblich;Bachelor;97;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;weiblich;Akademische Abschlüsse;534;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;männlich;In schulischer oder beruflicher Ausbildung;78;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;weiblich;Diplom;864;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;männlich;In schulischer oder beruflicher Ausbildung;1048;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;396;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Ausländer mit eigener Migrationserfahrung;weiblich;Promotion;45;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;männlich;Diplom;4382;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Diplom;38;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;weiblich;Insgesamt;408;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;männlich;Bachelor;421;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;männlich;Diplom;168;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;346;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Spätaussiedler;männlich;Insgesamt;1292;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Spätaussiedler;weiblich;Promotion;8;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;()
2024;Deutsche mit eigener Migrationserfahrung;weiblich;Promotion;35;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Mit Migrationshintergrund;Insgesamt;Master;658;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Master;15;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1861;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;Insgesamt;Mit beruflichem Bildungsabschluss;9446;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;weiblich;Insgesamt;1861;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Spätaussiedler;Insgesamt;Promotion;19;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer ohne eigene Migrationserfahrung;weiblich;Promotion;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2024;Deutsche ohne eigene Migrationserfahrung;weiblich;Insgesamt;2218;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Deutsche ohne eigene Migrationserfahrung;männlich;Nicht in schulischer oder beruflicher Ausbildung;275;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;weiblich;Promotion;53;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Master;14;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;Insgesamt;Nicht in schulischer oder beruflicher Ausbildung;1606;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Spätaussiedler;Insgesamt;Akademische Abschlüsse;406;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;weiblich;Insgesamt;409;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
